"","date","time","depth","water_temp","salinity","conductivity","ec25","density","sT","chl_f","chl_a","tur_range","do","weiss_do","v","gg_do"
"1","2021/09/02","08:40:01",-0.4587,28.54,30.783,50.667,47005.916,1019.05,19.052,0.77,0.77,NA,NA,NA,NA,NA
"2","2021/09/02","08:40:01",-0.4587,28.54,30.783,50.668,47006.674,1019.051,19.053,0.77,0.77,1.05,NA,NA,NA,NA
"3","2021/09/02","08:40:01",-0.4587,28.539,30.785,50.67,47009.543,1019.052,19.054,0.77,0.77,1.01,NA,NA,NA,NA
"4","2021/09/02","08:40:01",-0.4587,28.541,30.786,50.673,47010.708,1019.052,19.054,0.76,0.76,1.02,84.56,5.509,NA,NA
"5","2021/09/02","08:40:01",-0.4587,28.542,30.783,50.669,47006.127,1019.05,19.052,0.77,0.77,1.01,84.34,5.494,NA,NA
"6","2021/09/02","08:40:01",-0.4587,28.543,30.782,50.669,47004.764,1019.049,19.05,0.77,0.77,0.97,84.14,5.481,NA,NA
"7","2021/09/02","08:40:01",-0.4587,28.544,30.781,50.669,47003.825,1019.048,19.05,0.8,0.8,1.01,83.91,5.466,NA,NA
"8","2021/09/02","08:40:01",-0.4587,28.546,30.782,50.671,47003.931,1019.047,19.049,0.77,0.77,1.05,83.73,5.454,NA,NA
"9","2021/09/02","08:40:01",NA,28.55,30.782,50.676,47004.417,1019.047,19.048,0.75,0.75,1.04,83.52,5.44,NA,NA
"10","2021/09/02","08:40:02",-0.4587,28.553,30.782,50.678,47004.201,1019.046,19.048,0.75,0.75,1.02,83.32,5.427,NA,NA
"11","2021/09/02","08:40:02",NA,28.552,30.785,50.681,47008.096,1019.048,19.05,0.74,0.74,0.98,83.12,5.414,NA,NA
"12","2021/09/02","08:40:02",NA,28.55,30.785,50.68,47008.073,1019.048,19.05,0.74,0.74,0.98,82.95,5.403,NA,NA
"13","2021/09/02","08:40:02",-0.4587,28.548,30.789,50.683,47013.201,1019.052,19.054,0.77,0.77,0.97,82.86,5.397,NA,NA
"14","2021/09/02","08:40:02",-0.4587,28.547,30.79,50.684,47014.601,1019.053,19.055,0.77,0.77,0.94,82.72,5.388,NA,NA
"15","2021/09/02","08:40:02",NA,28.547,30.788,50.681,47011.869,1019.051,19.053,0.75,0.75,0.94,82.67,5.385,NA,NA
"16","2021/09/02","08:40:02",NA,28.546,30.787,50.679,47011.662,1019.052,19.054,0.74,0.74,1.05,82.48,5.373,NA,NA
"17","2021/09/02","08:40:02",-0.4587,28.545,30.79,50.682,47015.171,1019.054,19.056,0.74,0.74,1.01,82.3,5.361,NA,NA
"18","2021/09/02","08:40:02",-0.4587,28.546,30.791,50.684,47016.403,1019.054,19.056,0.77,0.77,0.98,82.23,5.356,NA,NA
"19","2021/09/02","08:40:02",-0.4587,28.545,30.794,50.689,47021.443,1019.057,19.059,0.77,0.77,1.01,82.13,5.35,NA,NA
"20","2021/09/02","08:40:03",-0.4587,28.547,30.797,50.694,47024.388,1019.058,19.06,0.76,0.76,1,82.01,5.342,7.48,NA
"21","2021/09/02","08:40:03",-0.4587,28.546,30.8,50.699,47029.579,1019.061,19.063,0.75,0.75,0.92,81.91,5.336,NA,NA
"22","2021/09/02","08:40:03",NA,28.546,30.801,50.699,47030.082,1019.062,19.064,0.74,0.74,0.9,81.91,5.336,7.48,NA
"23","2021/09/02","08:40:03",-0.4587,28.545,30.802,50.7,47031.816,1019.063,19.065,0.73,0.73,0.87,81.9,5.335,NA,NA
"24","2021/09/02","08:40:03",NA,28.544,30.8,50.695,47028.574,1019.062,19.063,0.73,0.73,0.85,81.82,5.33,7.5,NA
"25","2021/09/02","08:40:03",-0.4587,28.543,30.797,50.691,47025.519,1019.06,19.062,0.75,0.75,0.84,81.71,5.322,7.49,NA
"26","2021/09/02","08:40:03",-0.4587,28.543,30.799,50.693,47027.81,1019.061,19.063,0.75,0.75,0.85,81.58,5.314,7.49,NA
"27","2021/09/02","08:40:03",-0.4587,28.543,30.802,50.697,47031.287,1019.063,19.065,0.75,0.75,0.85,81.54,5.311,7.51,NA
"28","2021/09/02","08:40:03",-0.4587,28.543,30.801,50.697,47030.959,1019.063,19.065,0.77,0.77,0.94,81.57,5.312,7.49,NA
"29","2021/09/02","08:40:03",-0.4587,28.541,30.801,50.695,47030.42,1019.063,19.065,0.75,0.75,0.92,81.44,5.305,7.51,NA
"30","2021/09/02","08:40:04",-0.4587,28.541,30.802,50.696,47032.147,1019.064,19.066,0.73,0.73,0.95,81.26,5.292,7.5,NA
"31","2021/09/02","08:40:04",-0.4587,28.546,30.796,50.693,47024.053,1019.058,19.06,0.74,0.74,0.9,81.16,5.286,7.51,NA
"32","2021/09/02","08:40:04",-0.4587,28.553,30.794,50.695,47019.537,1019.054,19.056,0.75,0.75,0.88,81.04,5.277,7.51,NA
"33","2021/09/02","08:40:04",-0.4587,28.555,30.793,50.696,47018.834,1019.053,19.055,0.75,0.75,0.87,80.95,5.271,7.52,NA
"34","2021/09/02","08:40:04",NA,28.556,30.794,50.697,47019.455,1019.053,19.055,0.76,0.76,0.9,80.84,5.264,7.51,NA
"35","2021/09/02","08:40:04",-0.4587,28.557,30.79,50.694,47014.647,1019.05,19.052,0.76,0.76,0.92,80.69,5.254,7.51,NA
"36","2021/09/02","08:40:04",-0.4587,28.558,30.788,50.692,47012.288,1019.049,19.051,0.76,0.76,0.92,80.54,5.244,7.51,NA
"37","2021/09/02","08:40:04",-0.4587,28.557,30.786,50.687,47008.368,1019.047,19.049,0.75,0.75,0.9,80.39,5.235,7.51,NA
"38","2021/09/02","08:40:04",-0.4587,28.557,30.784,50.684,47005.86,1019.045,19.047,0.75,0.75,0.91,80.34,5.231,7.51,NA
"39","2021/09/02","08:40:04",-0.4587,28.558,30.782,50.683,47003.316,1019.044,19.046,0.74,0.74,0.91,80.22,5.223,7.51,NA
"40","2021/09/02","08:40:05",-0.4587,28.56,30.785,50.689,47007.771,1019.046,19.048,0.73,0.73,0.88,80.09,5.216,7.52,NA
"41","2021/09/02","08:40:05",NA,28.56,30.787,50.691,47009.871,1019.047,19.049,0.73,0.73,0.9,80.01,5.21,7.52,NA
"42","2021/09/02","08:40:05",-0.4587,28.56,30.789,50.694,47012.36,1019.048,19.05,0.74,0.74,0.87,79.99,5.209,7.51,NA
"43","2021/09/02","08:40:05",-0.4587,28.557,30.789,50.692,47013.058,1019.049,19.051,0.74,0.74,0.85,79.92,5.204,7.49,NA
"44","2021/09/02","08:40:05",-0.4587,28.556,30.787,50.688,47010.59,1019.048,19.05,0.73,0.73,0.85,79.82,5.198,7.52,NA
"45","2021/09/02","08:40:05",-0.4587,28.553,30.79,50.689,47014.054,1019.051,19.053,0.73,0.73,0.82,79.69,5.189,7.51,NA
"46","2021/09/02","08:40:05",-0.4587,28.552,30.792,50.691,47016.973,1019.053,19.055,0.73,0.73,0.81,79.68,5.188,7.51,NA
"47","2021/09/02","08:40:05",-0.4587,28.553,30.792,50.692,47016.828,1019.052,19.054,0.74,0.74,0.84,79.58,5.181,7.53,NA
"48","2021/09/02","08:40:05",NA,28.553,30.792,50.692,47017.021,1019.053,19.055,0.76,0.76,0.82,79.41,5.171,7.52,NA
"49","2021/09/02","08:40:05",-0.4587,28.557,30.788,50.691,47012.134,1019.049,19.051,0.76,0.76,0.82,79.36,5.168,7.52,NA
"50","2021/09/02","08:40:06",-0.4587,28.562,30.785,50.691,47007.549,1019.045,19.047,0.74,0.74,0.8,79.24,5.161,7.53,NA
"51","2021/09/02","08:40:06",NA,28.57,30.781,50.693,47001.583,1019.039,19.041,0.75,0.75,0.8,79.05,5.149,7.53,NA
"52","2021/09/02","08:40:06",-0.4587,28.58,30.773,50.69,46989.539,1019.03,19.032,0.73,0.73,0.81,79.02,5.147,7.54,NA
"53","2021/09/02","08:40:06",-0.4587,28.585,30.773,50.694,46988.87,NA,NA,0.73,0.73,0.8,78.85,5.136,7.52,NA
"54","2021/09/02","08:40:06",-0.4587,28.587,30.771,50.694,46986.839,NA,NA,0.73,0.73,0.8,78.79,5.133,7.52,NA
"55","2021/09/02","08:40:06",-0.4587,28.586,30.772,50.695,46988.275,NA,NA,0.73,0.73,0.78,78.7,5.127,7.52,NA
"56","2021/09/02","08:40:06",-0.4587,28.586,30.773,50.695,46988.407,NA,NA,0.73,0.73,0.78,78.52,5.115,7.53,NA
"57","2021/09/02","08:40:06",-0.4587,28.585,30.772,50.694,46988.23,NA,NA,0.73,0.73,0.78,78.48,5.112,7.53,NA
"58","2021/09/02","08:40:06",-0.4587,28.585,30.773,50.694,46988.448,NA,NA,0.73,0.73,0.8,78.4,5.107,7.54,NA
"59","2021/09/02","08:40:06",-0.4587,28.585,30.774,50.697,46990.816,NA,NA,0.73,0.73,0.82,78.34,5.103,7.53,NA
"60","2021/09/02","08:40:07",-0.4587,28.584,30.776,50.699,46993.515,1019.031,19.033,0.73,0.73,0.84,78.27,5.099,7.52,NA
"61","2021/09/02","08:40:07",-0.4587,28.584,30.776,50.699,46993.093,1019.031,19.033,0.73,0.73,0.84,78.24,5.096,7.52,NA
"62","2021/09/02","08:40:07",-0.4587,28.585,30.776,50.7,46993.725,1019.031,19.033,0.74,0.74,0.81,78.24,5.097,7.52,NA
"63","2021/09/02","08:40:07",-0.4587,28.585,30.777,50.701,46995.236,1019.032,19.034,0.74,0.74,0.77,78.14,5.09,7.54,NA
"64","2021/09/02","08:40:07",-0.4587,28.584,30.777,50.7,46994.647,1019.031,19.033,0.74,0.74,0.75,78.03,5.083,7.54,NA
"65","2021/09/02","08:40:07",-0.4587,28.584,30.779,50.703,46997.707,1019.033,19.035,0.77,0.77,0.74,78.02,5.082,7.54,NA
"66","2021/09/02","08:40:07",NA,28.583,30.78,50.703,46998.18,1019.033,19.036,0.77,0.77,0.74,77.85,5.072,7.54,NA
"67","2021/09/02","08:40:07",-0.4587,28.583,30.78,50.704,46999.438,1019.034,19.036,0.77,0.77,0.74,77.79,5.067,7.54,NA
"68","2021/09/02","08:40:07",NA,28.583,30.781,50.705,47000.073,1019.035,19.037,0.76,0.76,0.77,77.74,5.064,7.54,NA
"69","2021/09/02","08:40:07",-0.4587,28.582,30.782,50.705,47001.5,1019.036,19.038,0.76,0.76,0.78,77.83,5.07,7.53,NA
"70","2021/09/02","08:40:08",-0.4587,28.581,30.784,50.708,47004.786,1019.038,19.04,0.75,0.75,0.77,77.72,5.063,7.51,NA
"71","2021/09/02","08:40:08",NA,28.578,30.786,50.708,47007.425,1019.04,19.042,0.75,0.75,0.74,77.71,5.062,7.51,NA
"72","2021/09/02","08:40:08",-0.4587,28.577,30.787,50.709,47009.046,1019.041,19.043,0.75,0.75,0.75,77.68,5.06,7.53,NA
"73","2021/09/02","08:40:08",NA,28.575,30.791,50.712,47014.119,1019.045,19.047,0.75,0.75,0.74,77.56,5.052,7.52,NA
"74","2021/09/02","08:40:08",NA,28.576,30.792,50.715,47016.063,1019.045,19.048,0.7,0.7,0.72,77.52,5.05,7.54,NA
"75","2021/09/02","08:40:08",-0.4587,28.575,30.793,50.714,47016.534,1019.046,19.048,0.7,0.7,0.75,77.56,5.052,7.53,NA
"76","2021/09/02","08:40:08",NA,28.576,30.793,50.716,47017.153,1019.046,19.048,0.71,0.71,0.77,77.55,5.051,7.52,NA
"77","2021/09/02","08:40:08",-0.4587,28.575,30.796,50.72,47021.493,1019.049,19.051,0.72,0.72,0.77,77.5,5.048,7.52,NA
"78","2021/09/02","08:40:08",-0.4587,28.575,30.793,50.715,47017.392,1019.047,19.049,0.71,0.71,0.77,77.42,5.043,7.52,NA
"79","2021/09/02","08:40:08",-0.4587,28.575,30.792,50.714,47015.659,1019.045,19.047,0.72,0.72,0.74,77.41,5.043,7.53,NA
"80","2021/09/02","08:40:09",NA,28.575,30.794,50.716,47018.011,1019.047,19.049,0.73,0.73,0.74,77.46,5.045,7.52,NA
"81","2021/09/02","08:40:09",NA,28.575,30.795,50.718,47020.03,1019.048,19.05,0.74,0.74,0.72,77.45,5.044,7.54,NA
"82","2021/09/02","08:40:09",-0.4587,28.575,30.796,50.719,47020.899,1019.048,19.05,0.74,0.74,0.72,77.37,5.04,7.54,NA
