//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0264
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=230       
StartTime=2021/09/02 12:50:33
EndTime=2021/09/02 12:50:55
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/09/14
Ch1=-5.961372e-01,+1.973071e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.407705e+00,+1.068870e-03,-1.252488e-08,+2.881406e-13,-3.487612e-18,+2.526831e-23,+0.000000e+00,+0.000000e+00,
Ch4=+2.693202e-02,+3.729464e+01,+6.225620e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.052272e+00,+7.654957e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-9.188115e+00,+1.410404e-02,+8.214787e-08,-3.744463e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.257055e+01,+2.166971e+06,-5.303950e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,-1.197542779128,1.0235408368619,
Ch9=-5.589018e+00,+1.068669e-03,-1.261244e-08,+2.910993e-13,-3.523354e-18,+2.534095e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],DO [mg/l],電池電圧 [V],
2021/09/02,12:50:33,-0.3998,30.381,33.598,56.670,50671.999,1020.544,20.546,0.25,0.25,1.42,95.94,5.976,7.37,
2021/09/02,12:50:33,-0.4194,30.386,33.595,56.671,50667.418,1020.540,20.542,0.26,0.26,1.38,96.10,5.985,7.38,
2021/09/02,12:50:33,-0.3998,30.386,33.593,56.669,50665.056,1020.538,20.540,0.27,0.27,1.49,96.22,5.992,7.38,
2021/09/02,12:50:33,-0.3998,30.384,33.596,56.670,50668.422,1020.541,20.543,0.27,0.27,1.44,96.49,6.008,7.38,
2021/09/02,12:50:33,-0.3998,30.384,33.596,56.671,50669.176,1020.541,20.543,0.28,0.28,1.39,96.76,6.025,7.38,
2021/09/02,12:50:33,-0.4194,30.390,33.596,56.677,50668.473,1020.539,20.541,0.28,0.28,1.27,97.06,6.043,7.40,
2021/09/02,12:50:33,-0.3998,30.398,33.592,56.679,50662.598,1020.534,20.535,0.28,0.28,1.19,97.36,6.062,7.41,
2021/09/02,12:50:33,-0.4194,30.401,33.592,56.682,50662.081,1020.532,20.534,0.27,0.27,1.15,97.50,6.071,7.41,
2021/09/02,12:50:33,-0.4194,30.400,33.588,56.676,50657.480,1020.530,20.532,0.27,0.27,1.09,97.75,6.086,7.43,
2021/09/02,12:50:33,-0.4194,30.402,33.576,56.660,50641.376,1020.520,20.522,0.25,0.25,1.12,97.71,6.083,7.43,
2021/09/02,12:50:34,-0.4194,30.403,33.576,56.661,50640.911,1020.520,20.521,0.24,0.24,0.98,97.81,6.089,7.43,
2021/09/02,12:50:34,-0.4390,30.408,33.575,56.663,50638.787,1020.517,20.519,0.24,0.24,0.94,97.90,6.094,7.43,
2021/09/02,12:50:34,-0.4194,30.415,33.576,56.672,50639.670,1020.515,20.517,0.24,0.24,0.97,98.05,6.104,7.43,
2021/09/02,12:50:34,-0.4194,30.415,33.579,56.677,50643.758,1020.518,20.519,0.24,0.24,0.95,98.18,6.112,7.44,
2021/09/02,12:50:34,-0.4194,30.413,33.584,56.683,50651.417,1020.523,20.524,0.24,0.24,0.97,98.24,6.116,7.44,
2021/09/02,12:50:34,-0.4194,30.412,33.587,56.686,50654.672,1020.525,20.526,0.22,0.22,0.97,98.23,6.115,7.44,
2021/09/02,12:50:34,-0.3998,30.412,33.587,56.686,50655.272,1020.525,20.527,0.23,0.23,1.01,98.44,6.128,7.46,
2021/09/02,12:50:34,-0.4194,30.409,33.587,56.682,50654.792,1020.526,20.528,0.24,0.24,1.05,98.49,6.131,7.46,
2021/09/02,12:50:34,-0.4194,30.410,33.590,56.688,50659.304,1020.528,20.530,0.24,0.24,1.08,98.60,6.138,7.47,
2021/09/02,12:50:34,-0.4194,30.412,33.591,56.693,50660.798,1020.528,20.530,0.24,0.24,1.09,98.63,6.139,7.46,
2021/09/02,12:50:35,-0.3998,30.412,33.593,56.695,50662.276,1020.529,20.531,0.24,0.24,1.22,98.62,6.138,7.47,
2021/09/02,12:50:35,-0.4194,30.415,33.588,56.690,50655.458,1020.524,20.526,0.23,0.23,1.09,98.76,6.147,7.47,
2021/09/02,12:50:35,-0.4194,30.428,33.579,56.690,50642.373,1020.513,20.515,0.22,0.22,1.05,98.68,6.142,7.48,
2021/09/02,12:50:35,-0.3998,30.433,33.577,56.693,50640.422,1020.510,20.512,0.22,0.22,1.04,98.77,6.147,7.48,
2021/09/02,12:50:35,-0.4194,30.434,33.578,56.695,50640.726,1020.510,20.512,0.24,0.24,1.07,98.73,6.145,7.48,
2021/09/02,12:50:35,-0.3998,30.435,33.579,56.698,50642.773,1020.511,20.513,0.23,0.23,1.02,98.78,6.148,7.47,
2021/09/02,12:50:35,-0.4194,30.432,33.584,56.702,50649.051,1020.516,20.517,0.21,0.21,1.01,98.85,6.153,7.47,
2021/09/02,12:50:35,-0.3998,30.424,33.592,56.705,50660.016,1020.524,20.526,0.21,0.21,1.04,98.94,6.158,7.48,
2021/09/02,12:50:35,-0.3998,30.414,33.600,56.708,50672.575,1020.534,20.536,0.22,0.22,0.98,98.95,6.158,7.49,
2021/09/02,12:50:35,-0.4194,30.410,33.601,56.704,50673.306,1020.536,20.538,0.23,0.23,1.00,99.04,6.163,7.49,
2021/09/02,12:50:36,-0.4194,30.408,33.605,56.709,50679.604,1020.540,20.542,0.21,0.21,1.00,98.97,6.159,7.49,
2021/09/02,12:50:36,-0.4194,30.408,33.606,56.710,50680.843,1020.541,20.542,0.22,0.22,1.07,99.11,6.167,7.49,
2021/09/02,12:50:36,-0.3998,30.409,33.606,56.711,50680.562,1020.540,20.542,0.24,0.24,1.07,99.05,6.164,7.50,
2021/09/02,12:50:36,-0.4194,30.408,33.606,56.711,50681.096,1020.541,20.542,0.26,0.26,1.07,99.11,6.167,7.50,
