//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0264
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=210       
StartTime=2021/09/02 07:55:56
EndTime=2021/09/02 07:56:16
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/09/14
Ch1=-5.961372e-01,+1.973071e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.407705e+00,+1.068870e-03,-1.252488e-08,+2.881406e-13,-3.487612e-18,+2.526831e-23,+0.000000e+00,+0.000000e+00,
Ch4=+2.693202e-02,+3.729464e+01,+6.225620e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.052272e+00,+7.654957e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-9.188115e+00,+1.410404e-02,+8.214787e-08,-3.744463e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.257055e+01,+2.166971e+06,-5.303950e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,-1.197542779128,1.0235408368619,
Ch9=-5.589018e+00,+1.068669e-03,-1.261244e-08,+2.910993e-13,-3.523354e-18,+2.534095e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],DO [mg/l],電池電圧 [V],
2021/09/02,07:55:56,-0.4194,28.610,32.503,53.253,49334.766,1020.317,20.319,0.40,0.40,1.05,88.72,5.720,7.37,
2021/09/02,07:55:56,-0.4390,28.613,32.502,53.255,49334.069,1020.316,20.318,0.36,0.36,1.04,87.53,5.643,7.38,
2021/09/02,07:55:56,-0.4390,28.619,32.496,53.253,49325.316,1020.309,20.311,0.31,0.31,1.02,86.15,5.554,7.38,
2021/09/02,07:55:56,-0.4390,28.623,32.494,53.254,49322.657,1020.307,20.309,0.31,0.31,1.17,84.72,5.462,7.40,
2021/09/02,07:55:56,-0.4587,28.625,32.488,53.246,49313.668,1020.301,20.303,0.31,0.31,1.12,83.42,5.378,7.41,
2021/09/02,07:55:56,-0.4587,28.627,32.489,53.250,49314.754,1020.301,20.303,0.31,0.31,1.12,82.12,5.294,7.40,
2021/09/02,07:55:56,-0.4587,28.627,32.487,53.246,49311.726,1020.299,20.301,0.31,0.31,1.02,81.11,5.229,7.42,
2021/09/02,07:55:56,-0.4390,28.622,32.490,53.247,49317.148,1020.304,20.306,0.32,0.32,1.08,80.00,5.157,7.43,
2021/09/02,07:55:56,-0.4390,28.621,32.489,53.245,49315.559,1020.303,20.305,0.33,0.33,0.94,79.09,5.099,7.42,
2021/09/02,07:55:56,-0.4390,28.623,32.487,53.243,49313.253,1020.302,20.303,0.34,0.34,1.00,78.39,5.054,7.43,
2021/09/02,07:55:57,-0.4587,28.622,32.487,53.242,49313.014,1020.302,20.304,0.34,0.34,1.18,77.77,5.014,7.43,
2021/09/02,07:55:57,-0.4390,28.618,32.488,53.241,49314.838,1020.304,20.306,0.35,0.35,1.07,77.14,4.974,7.46,
2021/09/02,07:55:57,-0.4390,28.618,32.491,53.244,49318.623,1020.306,20.308,0.34,0.34,1.11,76.67,4.944,7.45,
2021/09/02,07:55:57,-0.4587,28.620,32.486,53.240,49312.073,1020.301,20.303,0.38,0.38,0.92,76.15,4.910,7.46,
2021/09/02,07:55:57,-0.4587,28.622,32.486,53.239,49310.763,1020.300,20.302,0.34,0.34,0.91,75.77,4.885,7.47,
2021/09/02,07:55:57,-0.4587,28.618,32.490,53.242,49316.365,1020.304,20.306,0.33,0.33,1.14,75.23,4.850,7.47,
2021/09/02,07:55:57,-0.4587,28.619,32.488,53.241,49314.871,1020.303,20.305,0.34,0.34,1.12,74.73,4.818,7.47,
2021/09/02,07:55:57,-0.4587,28.620,32.489,53.243,49315.488,1020.303,20.305,0.34,0.34,0.85,74.23,4.786,7.47,
2021/09/02,07:55:57,-0.4587,28.619,32.491,53.245,49318.442,1020.305,20.307,0.30,0.30,0.68,73.74,4.754,7.48,
2021/09/02,07:55:57,-0.4390,28.628,32.486,53.247,49311.191,1020.299,20.301,0.31,0.31,0.72,73.32,4.727,7.48,
2021/09/02,07:55:58,-0.4390,28.639,32.480,53.249,49301.666,1020.290,20.292,0.31,0.31,0.82,72.90,4.700,7.47,
2021/09/02,07:55:58,-0.4587,28.644,32.479,53.252,49299.470,1020.288,20.290,0.34,0.34,0.80,72.57,4.679,7.47,
2021/09/02,07:55:58,-0.4587,28.641,32.479,53.249,49299.939,1020.289,20.291,0.31,0.31,0.71,72.15,4.652,7.48,
2021/09/02,07:55:58,-0.4587,28.635,32.487,53.254,49311.314,1020.297,20.299,0.29,0.29,0.67,71.78,4.628,7.48,
2021/09/02,07:55:58,-0.4587,28.629,32.490,53.254,49316.752,1020.302,20.303,0.34,0.34,0.74,71.50,4.610,7.48,
2021/09/02,07:55:58,-0.4587,28.625,32.495,53.256,49322.545,1020.306,20.308,0.31,0.31,0.78,71.17,4.588,7.49,
2021/09/02,07:55:58,-0.4587,28.623,32.497,53.258,49326.328,1020.309,20.311,0.31,0.31,0.77,70.88,4.569,7.49,
