//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0264
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=120       
StartTime=2021/09/02 12:33:49
EndTime=2021/09/02 12:34:00
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/09/14
Ch1=-5.961372e-01,+1.973071e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.407705e+00,+1.068870e-03,-1.252488e-08,+2.881406e-13,-3.487612e-18,+2.526831e-23,+0.000000e+00,+0.000000e+00,
Ch4=+2.693202e-02,+3.729464e+01,+6.225620e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.052272e+00,+7.654957e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-9.188115e+00,+1.410404e-02,+8.214787e-08,-3.744463e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.257055e+01,+2.166971e+06,-5.303950e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,-1.197542779128,1.0235408368619,
Ch9=-5.589018e+00,+1.068669e-03,-1.261244e-08,+2.910993e-13,-3.523354e-18,+2.534095e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],DO [mg/l],電池電圧 [V],
2021/09/02,12:33:49,-0.4979,30.019,33.355,55.934,50372.643,1020.485,20.487,0.36,0.36,1.05,99.46,6.203,7.38,
2021/09/02,12:33:49,-0.5372,30.022,33.354,55.936,50371.141,1020.483,20.486,0.34,0.34,1.04,99.42,6.200,7.37,
2021/09/02,12:33:49,-0.5372,30.034,33.355,55.950,50371.352,1020.480,20.482,0.34,0.34,1.04,99.33,6.194,7.40,
2021/09/02,12:33:49,-0.5372,30.037,33.352,55.948,50366.633,1020.476,20.478,0.34,0.34,1.04,99.42,6.200,7.40,
2021/09/02,12:33:49,-0.5372,30.034,33.339,55.925,50349.850,1020.468,20.470,0.39,0.39,1.08,99.38,6.198,7.40,
2021/09/02,12:33:49,-0.5176,30.018,33.356,55.934,50373.327,1020.486,20.488,0.40,0.40,1.07,99.34,6.195,7.41,
2021/09/02,12:33:49,-0.5176,30.010,33.376,55.957,50401.542,1020.504,20.506,0.41,0.41,1.07,99.07,6.176,7.43,
2021/09/02,12:33:49,-0.5176,30.010,33.394,55.983,50425.357,1020.517,20.519,0.44,0.44,1.07,98.96,6.167,7.43,
2021/09/02,12:33:49,-0.5372,30.008,33.409,56.004,50445.935,1020.529,20.531,0.40,0.40,1.11,98.88,6.162,7.43,
2021/09/02,12:33:49,-0.5176,30.003,33.423,56.020,50465.496,1020.541,20.544,0.38,0.38,1.17,98.95,6.166,7.42,
2021/09/02,12:33:50,-0.5372,30.001,33.436,56.037,50482.087,1020.551,20.553,0.38,0.38,1.25,99.02,6.169,7.43,
2021/09/02,12:33:50,-0.5176,30.004,33.442,56.050,50490.935,1020.555,20.557,0.40,0.40,1.21,99.08,6.173,7.47,
2021/09/02,12:33:50,-0.5372,30.015,33.440,56.057,50487.193,1020.550,20.552,0.40,0.40,1.17,99.12,6.175,7.45,
2021/09/02,12:33:50,-0.5372,30.028,33.427,56.051,50468.329,1020.536,20.538,0.39,0.39,1.12,99.11,6.176,7.46,
2021/09/02,12:33:50,-0.5372,30.035,33.418,56.045,50455.667,1020.526,20.529,0.37,0.37,1.05,99.27,6.189,7.46,
2021/09/02,12:33:50,-0.5372,30.036,33.435,56.071,50478.404,1020.539,20.541,0.37,0.37,1.02,99.26,6.193,7.47,
2021/09/02,12:33:50,-0.5176,30.034,33.437,56.072,50480.890,1020.541,20.543,0.37,0.37,1.04,99.40,6.204,7.47,
2021/09/02,12:33:50,-0.5176,30.017,33.451,56.075,50501.208,1020.557,20.560,0.36,0.36,1.01,99.42,6.206,7.47,
2021/09/02,12:33:50,-0.5372,30.000,33.467,56.082,50524.327,1020.575,20.577,0.35,0.35,0.98,99.46,6.207,7.47,
2021/09/02,12:33:50,-0.5372,30.006,33.469,56.091,50526.154,1020.574,20.577,0.35,0.35,0.95,99.53,6.212,7.50,
2021/09/02,12:33:51,-0.5372,30.012,33.471,56.100,50528.369,1020.574,20.576,0.35,0.35,0.94,99.52,6.211,7.48,
2021/09/02,12:33:51,-0.5372,30.028,33.465,56.107,50519.559,1020.564,20.567,0.34,0.34,0.91,99.47,6.209,7.49,
2021/09/02,12:33:51,-0.5372,30.158,33.387,56.124,50404.672,1020.461,20.463,0.34,0.34,0.90,99.76,6.231,7.48,
2021/09/02,12:33:51,-0.5372,30.208,33.354,56.128,50357.499,1020.420,20.422,0.36,0.36,0.94,99.78,6.233,7.50,
2021/09/02,12:33:51,-0.5372,30.197,33.360,56.125,50366.039,1020.428,20.430,0.36,0.36,0.97,99.85,6.235,7.50,
2021/09/02,12:33:51,-0.5176,30.185,33.375,56.135,50387.370,1020.444,20.446,0.37,0.37,0.97,99.94,6.238,7.47,
2021/09/02,12:33:51,-0.5568,30.175,33.396,56.156,50416.548,1020.463,20.465,0.39,0.39,0.98,99.93,6.234,7.47,
2021/09/02,12:33:51,-0.5176,30.169,33.408,56.169,50433.084,1020.474,20.476,0.40,0.40,0.97,99.85,6.226,7.49,
2021/09/02,12:33:51,-0.5372,30.172,33.411,56.176,50436.422,1020.475,20.477,0.38,0.38,0.94,99.70,6.215,7.49,
2021/09/02,12:33:51,-0.5176,30.175,33.413,56.181,50438.867,1020.475,20.478,0.35,0.35,0.91,99.89,6.226,7.50,
2021/09/02,12:33:52,-0.5372,30.172,33.411,56.175,50436.385,1020.475,20.477,0.36,0.36,0.90,99.92,6.228,7.53,
2021/09/02,12:33:52,-0.5372,30.167,33.414,56.175,50440.517,1020.478,20.481,0.38,0.38,0.91,99.85,6.223,7.49,
2021/09/02,12:33:52,-0.5372,30.169,33.430,56.200,50462.256,1020.490,20.492,0.38,0.38,0.91,99.88,6.223,7.49,
2021/09/02,12:33:52,-0.5176,30.177,33.433,56.213,50464.819,1020.489,20.491,0.36,0.36,0.90,99.89,6.221,7.50,
2021/09/02,12:33:52,-0.5372,30.185,33.421,56.204,50449.384,1020.478,20.480,0.36,0.36,0.90,99.79,6.213,7.50,
2021/09/02,12:33:52,-0.5372,30.190,33.433,56.226,50464.073,1020.485,20.487,0.35,0.35,0.88,99.81,6.212,7.50,
2021/09/02,12:33:52,-0.5372,30.190,33.437,56.233,50470.531,1020.488,20.491,0.35,0.35,0.87,99.96,6.220,7.53,
2021/09/02,12:33:52,-0.5372,30.187,33.444,56.240,50479.576,1020.494,20.496,0.35,0.35,0.85,99.91,6.217,7.51,
2021/09/02,12:33:52,-0.5372,30.183,33.447,56.241,50484.376,1020.498,20.501,0.35,0.35,0.88,99.81,6.211,7.51,
2021/09/02,12:33:52,-0.5372,30.179,33.458,56.252,50498.269,1020.507,20.509,0.31,0.31,0.87,100.00,6.223,7.54,
2021/09/02,12:33:53,-0.5372,30.177,33.454,56.245,50494.082,1020.505,20.508,0.34,0.34,0.88,99.85,6.214,7.50,
2021/09/02,12:33:53,-0.5372,30.172,33.443,56.223,50479.341,1020.499,20.501,0.41,0.41,0.91,99.82,6.213,7.52,
2021/09/02,12:33:53,-0.5372,30.158,33.451,56.221,50491.201,1020.509,20.512,0.41,0.41,0.92,99.97,6.221,7.51,
2021/09/02,12:33:53,-0.5372,30.152,33.456,56.222,50497.803,1020.515,20.517,0.39,0.39,0.90,100.14,6.231,7.50,
2021/09/02,12:33:53,-0.5568,30.151,33.468,56.238,50514.081,1020.524,20.527,0.38,0.38,0.88,100.05,6.224,7.51,
2021/09/02,12:33:53,-0.5372,30.153,33.482,56.261,50532.969,1020.534,20.537,0.37,0.37,0.91,99.84,6.209,7.52,
