"","date","time","depth","water_temp","salinity","conductivity","ec25","density","sT","chl_f","chl_a","tur_range","do","weiss_do","v","gg_do"
"1","2021/09/02","11:36:01",-0.5372,30.903,26.826,46.797,41417.673,1015.307,15.309,0.61,0.61,NA,NA,NA,NA,NA
"2","2021/09/02","11:36:01",-0.5568,30.925,26.798,46.771,41376.909,1015.278,15.28,0.63,0.63,NA,NA,NA,NA,NA
"3","2021/09/02","11:36:01",-0.5568,30.948,26.798,46.791,41376.546,1015.271,15.273,0.64,0.64,NA,NA,NA,NA,NA
"4","2021/09/02","11:36:01",-0.5372,30.983,26.762,46.765,41324.929,1015.232,15.234,NA,NA,NA,NA,NA,NA,NA
"5","2021/09/02","11:36:01",-0.5568,30.995,26.78,46.802,41348.329,1015.241,15.243,0.64,0.64,NA,NA,NA,NA,NA
"6","2021/09/02","11:36:01",-0.5568,30.998,26.76,46.773,41320.076,1015.225,15.227,0.63,0.63,1.38,NA,NA,NA,NA
"7","2021/09/02","11:36:01",-0.5568,30.998,26.76,46.774,41321.129,1015.225,15.228,0.64,0.64,1.35,NA,NA,NA,NA
"8","2021/09/02","11:36:01",-0.5568,31.003,26.761,46.778,41321.303,1015.224,15.226,0.61,0.61,1.34,NA,NA,7.47,NA
"9","2021/09/02","11:36:01",-0.5568,31.001,26.776,46.801,41343.264,1015.236,15.239,0.61,0.61,1.31,NA,NA,NA,NA
"10","2021/09/02","11:36:02",-0.5568,30.995,26.772,46.789,41336.981,1015.235,15.237,0.64,0.64,1.28,NA,NA,NA,NA
"11","2021/09/02","11:36:02",-0.5568,30.974,26.761,46.754,41322.92,1015.234,15.236,0.63,0.63,1.32,NA,NA,NA,NA
"12","2021/09/02","11:36:02",-0.5568,30.983,26.767,46.773,41331.798,1015.236,15.238,0.6,0.6,1.32,NA,NA,NA,NA
"13","2021/09/02","11:36:02",-0.5568,30.997,26.769,46.787,41333.379,1015.232,15.235,0.62,0.62,1.32,NA,NA,7.47,NA
"14","2021/09/02","11:36:02",-0.5568,30.992,26.777,46.795,41344.768,1015.24,15.242,0.62,0.62,1.29,NA,5.913,NA,NA
"15","2021/09/02","11:36:02",-0.5568,30.975,26.772,46.772,41337.964,1015.242,15.244,0.63,0.63,1.29,NA,5.917,7.47,NA
"16","2021/09/02","11:36:02",-0.5568,30.963,26.78,46.775,41350.902,1015.252,15.255,0.62,0.62,1.36,NA,5.917,7.47,NA
"17","2021/09/02","11:36:02",-0.5568,30.955,26.796,46.793,41372.367,1015.266,15.269,0.6,0.6,1.38,NA,5.906,NA,NA
"18","2021/09/02","11:36:02",-0.5568,30.965,26.807,46.819,41387.582,1015.271,15.274,0.61,0.61,NA,92.23,5.89,7.48,NA
"19","2021/09/02","11:36:02",-0.5568,31.025,26.763,46.801,41322.903,1015.218,15.22,0.6,0.6,1.29,92.15,5.886,7.5,NA
"20","2021/09/02","11:36:03",-0.5568,31.012,26.755,46.778,41313.588,1015.217,15.219,0.61,0.61,1.25,92.14,5.888,7.48,NA
"21","2021/09/02","11:36:03",-0.5764,30.997,26.762,46.776,41323.75,1015.227,15.229,0.63,0.63,1.22,92.16,5.891,7.5,NA
"22","2021/09/02","11:36:03",-0.5568,30.988,26.782,46.799,41351.418,1015.245,15.247,0.61,0.61,1.22,92.09,5.887,7.48,NA
"23","2021/09/02","11:36:03",-0.5568,30.98,26.783,46.794,41353.016,1015.248,15.25,0.6,0.6,1.19,92.11,5.888,7.48,NA
"24","2021/09/02","11:36:03",-0.5568,30.988,26.782,46.8,41352.262,1015.245,15.247,0.6,0.6,1.22,92.12,5.888,7.5,NA
"25","2021/09/02","11:36:03",-0.5568,31.003,26.788,46.821,41359.578,1015.245,15.247,0.6,0.6,1.18,92.05,5.88,7.5,NA
"26","2021/09/02","11:36:03",-0.5764,31.017,26.794,46.842,41366.118,1015.243,15.246,0.61,0.61,1.24,92.07,5.881,7.5,NA
"27","2021/09/02","11:36:03",-0.5568,31.03,26.782,46.835,41349.641,1015.231,15.233,0.61,0.61,1.27,92.1,5.883,7.51,NA
