"","date","time","depth","water_temp","salinity","conductivity","ec25","density","sT","chl_f","chl_a","tur_range","do","weiss_do","v","gg_do"
"1","2021/09/02","10:08:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021/09/02","10:08:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021/09/02","10:08:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021/09/02","10:08:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021/09/02","10:08:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021/09/02","10:08:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021/09/02","10:08:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021/09/02","10:08:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021/09/02","10:08:22",-0.5176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021/09/02","10:08:23",NA,NA,NA,57.558,NA,NA,NA,NA,NA,2.13,NA,NA,NA,NA
"11","2021/09/02","10:08:23",NA,NA,NA,57.571,NA,NA,NA,NA,NA,2.59,NA,NA,NA,NA
"12","2021/09/02","10:08:23",NA,NA,34.272,57.56,51581.407,NA,NA,0.26,0.26,2.82,NA,NA,NA,NA
"13","2021/09/02","10:08:23",NA,NA,34.269,57.568,51576.312,NA,NA,0.27,0.27,NA,NA,NA,NA,NA
"14","2021/09/02","10:08:23",NA,30.299,34.259,57.574,51562.67,1021.067,21.069,0.28,0.28,NA,NA,NA,NA,NA
"15","2021/09/02","10:08:23",NA,30.312,34.249,57.573,51548.082,1021.054,21.057,NA,NA,2.76,NA,NA,NA,NA
"16","2021/09/02","10:08:23",-0.5176,30.32,34.243,57.572,51539.822,1021.047,21.05,NA,NA,2.65,NA,NA,NA,NA
"17","2021/09/02","10:08:23",NA,30.325,34.235,57.565,51527.997,1021.039,21.041,0.3,0.3,2.59,NA,NA,NA,NA
"18","2021/09/02","10:08:23",NA,30.323,34.236,57.563,51529.396,1021.041,21.043,0.28,0.28,2.57,NA,NA,NA,NA
"19","2021/09/02","10:08:23",NA,30.317,34.239,57.562,51533.587,1021.045,21.047,0.28,0.28,2.6,NA,NA,NA,NA
"20","2021/09/02","10:08:24",NA,30.31,34.242,57.561,51539.211,1021.05,21.052,0.28,0.28,2.66,NA,NA,NA,NA
"21","2021/09/02","10:08:24",NA,30.309,34.244,57.562,51541.504,1021.052,21.054,0.26,0.26,2.66,NA,NA,NA,NA
"22","2021/09/02","10:08:24",NA,30.311,34.244,57.563,51540.647,1021.051,21.053,0.27,0.27,2.77,NA,NA,NA,NA
"23","2021/09/02","10:08:24",NA,30.313,34.241,57.561,51537.7,1021.049,21.051,0.26,0.26,2.8,NA,NA,NA,NA
"24","2021/09/02","10:08:24",-0.5176,30.315,34.241,57.563,51536.766,1021.047,21.05,0.28,0.28,2.8,NA,NA,NA,NA
"25","2021/09/02","10:08:24",-0.5176,30.319,34.238,57.563,51532.216,1021.043,21.046,0.28,0.28,2.79,NA,NA,NA,NA
"26","2021/09/02","10:08:24",-0.5176,30.322,34.238,57.567,51533.008,1021.043,21.045,0.28,0.28,2.69,NA,NA,NA,NA
"27","2021/09/02","10:08:24",NA,30.323,34.236,57.564,51529.537,1021.041,21.043,0.28,0.28,2.6,NA,NA,NA,NA
"28","2021/09/02","10:08:24",-0.5176,30.325,34.236,57.566,51529.537,1021.04,21.042,0.28,0.28,2.57,NA,NA,NA,NA
"29","2021/09/02","10:08:24",-0.5176,30.328,NA,57.556,NA,1021.032,21.035,0.28,0.28,2.67,NA,NA,7.53,NA
"30","2021/09/02","10:08:25",-0.5176,30.327,34.232,57.562,51524.093,1021.037,21.039,0.26,0.26,2.63,NA,NA,7.52,NA
"31","2021/09/02","10:08:25",-0.5176,30.326,34.235,57.565,51527.938,1021.039,21.041,0.27,0.27,2.57,NA,NA,7.52,NA
"32","2021/09/02","10:08:25",-0.5176,30.323,34.237,57.565,51530.76,1021.041,21.044,0.27,0.27,2.57,NA,NA,NA,NA
"33","2021/09/02","10:08:25",NA,30.322,34.239,57.568,51534.263,1021.044,21.046,0.26,0.26,2.72,NA,NA,NA,NA
