//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0264
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=180       
StartTime=2021/09/02 09:59:24
EndTime=2021/09/02 09:59:41
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/09/14
Ch1=-5.961372e-01,+1.973071e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.407705e+00,+1.068870e-03,-1.252488e-08,+2.881406e-13,-3.487612e-18,+2.526831e-23,+0.000000e+00,+0.000000e+00,
Ch4=+2.693202e-02,+3.729464e+01,+6.225620e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.052272e+00,+7.654957e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-9.188115e+00,+1.410404e-02,+8.214787e-08,-3.744463e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.257055e+01,+2.166971e+06,-5.303950e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,-1.197542779128,1.0235408368619,
Ch9=-5.589018e+00,+1.068669e-03,-1.261244e-08,+2.910993e-13,-3.523354e-18,+2.534095e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],DO [mg/l],電池電圧 [V],
2021/09/02,09:59:26,-0.5176,30.183,34.274,57.473,51591.043,1021.117,21.120,0.21,0.21,1.64,76.55,4.765,7.50,
2021/09/02,09:59:26,-0.5176,30.188,34.271,57.475,51586.964,1021.114,21.116,0.18,0.18,1.62,76.45,4.759,7.51,
2021/09/02,09:59:26,-0.5176,30.184,34.276,57.478,51593.624,1021.118,21.121,0.19,0.19,1.59,76.38,4.754,7.51,
2021/09/02,09:59:27,-0.5176,30.180,34.281,57.481,51600.495,1021.123,21.126,0.21,0.21,1.61,76.29,4.748,7.50,
2021/09/02,09:59:27,-0.4979,30.176,34.286,57.483,51606.949,1021.129,21.131,0.19,0.19,1.59,76.28,4.747,7.50,
2021/09/02,09:59:27,-0.5176,30.172,34.289,57.485,51612.219,1021.133,21.135,0.19,0.19,1.55,76.23,4.744,7.51,
2021/09/02,09:59:27,-0.5176,30.171,34.292,57.488,51616.161,1021.135,21.137,0.19,0.19,1.54,76.23,4.744,7.51,
2021/09/02,09:59:27,-0.5176,30.174,34.291,57.490,51614.741,1021.133,21.136,0.20,0.20,1.54,76.15,4.739,7.51,
2021/09/02,09:59:27,-0.5176,30.175,34.290,57.490,51612.939,1021.132,21.134,0.18,0.18,1.52,76.08,4.735,7.52,
2021/09/02,09:59:27,-0.5176,30.177,34.291,57.493,51614.056,1021.132,21.134,0.18,0.18,1.55,76.03,4.732,7.51,
2021/09/02,09:59:27,-0.5176,30.175,34.293,57.494,51617.087,1021.134,21.137,0.18,0.18,1.54,75.95,4.728,7.51,
2021/09/02,09:59:27,-0.5176,30.171,34.298,57.496,51623.575,1021.139,21.142,0.18,0.18,1.51,75.90,4.724,7.51,
2021/09/02,09:59:27,-0.4979,30.165,34.300,57.494,51627.431,1021.143,21.145,0.20,0.20,1.48,75.92,4.725,7.51,
2021/09/02,09:59:28,-0.5176,30.162,34.304,57.497,51632.939,1021.147,21.149,0.18,0.18,1.44,75.85,4.720,7.53,
2021/09/02,09:59:28,-0.5176,30.160,34.306,57.497,51635.183,1021.149,21.151,0.19,0.19,1.46,75.86,4.720,7.49,
2021/09/02,09:59:28,-0.5176,30.160,34.309,57.502,51639.810,1021.152,21.154,0.17,0.17,1.51,75.80,4.717,7.51,
2021/09/02,09:59:28,-0.5176,30.165,34.308,57.505,51637.221,1021.149,21.151,0.19,0.19,1.45,75.86,4.721,7.52,
2021/09/02,09:59:28,-0.5176,30.170,34.305,57.506,51633.591,1021.145,21.147,0.19,0.19,1.44,75.70,4.711,7.51,
2021/09/02,09:59:28,-0.5176,30.169,34.303,57.502,51631.082,1021.144,21.146,0.19,0.19,1.44,75.62,4.706,7.54,
2021/09/02,09:59:28,-0.5176,30.166,34.305,57.502,51633.236,1021.146,21.148,0.18,0.18,1.54,75.62,4.706,7.53,
2021/09/02,09:59:28,-0.5176,30.163,34.310,57.506,51640.412,1021.151,21.153,0.19,0.19,1.55,75.70,4.711,7.52,
2021/09/02,09:59:28,-0.4979,30.163,34.309,57.505,51639.570,1021.151,21.153,0.20,0.20,1.55,75.60,4.704,7.52,
2021/09/02,09:59:28,-0.5176,30.161,34.310,57.503,51640.323,1021.152,21.154,0.18,0.18,1.56,75.55,4.700,7.51,
2021/09/02,09:59:29,-0.4979,30.157,34.316,57.509,51648.621,1021.157,21.160,0.18,0.18,1.54,75.47,4.695,7.51,
2021/09/02,09:59:29,-0.5176,30.155,34.318,57.511,51652.472,1021.160,21.162,0.18,0.18,1.45,75.50,4.697,7.54,
2021/09/02,09:59:29,-0.5176,30.155,34.322,57.515,51656.591,1021.163,21.165,0.18,0.18,1.44,75.39,4.690,7.53,
2021/09/02,09:59:29,-0.4979,30.155,34.323,57.518,51659.119,1021.164,21.166,0.18,0.18,1.45,75.42,4.692,7.50,
2021/09/02,09:59:29,-0.5176,30.156,34.325,57.522,51661.127,1021.165,21.167,0.18,0.18,1.45,75.31,4.684,7.51,
2021/09/02,09:59:29,-0.5176,30.158,34.324,57.522,51659.681,1021.163,21.166,0.19,0.19,1.44,75.24,4.680,7.54,
2021/09/02,09:59:29,-0.5176,30.160,34.326,57.527,51662.426,1021.164,21.167,0.19,0.19,1.42,75.17,4.675,7.52,
2021/09/02,09:59:29,-0.4979,30.161,34.326,57.528,51662.006,1021.164,21.166,0.18,0.18,1.38,75.25,4.680,7.53,
2021/09/02,09:59:29,-0.4979,30.160,34.328,57.529,51664.217,1021.165,21.167,0.19,0.19,1.41,75.24,4.679,7.51,
2021/09/02,09:59:29,-0.5176,30.157,34.331,57.531,51668.840,1021.169,21.171,0.19,0.19,1.42,75.20,4.677,7.50,
2021/09/02,09:59:30,-0.5176,30.153,34.335,57.533,51675.170,1021.174,21.176,0.18,0.18,1.42,75.18,4.675,7.53,
2021/09/02,09:59:30,-0.5176,30.151,34.340,57.538,51680.957,1021.177,21.180,0.18,0.18,1.41,75.20,4.676,7.54,
2021/09/02,09:59:30,-0.4979,30.148,34.344,57.541,51686.830,1021.182,21.184,0.19,0.19,1.38,75.19,4.676,7.53,
2021/09/02,09:59:30,-0.5176,30.145,34.347,57.542,51691.636,1021.185,21.187,0.19,0.19,1.34,75.12,4.671,7.54,
2021/09/02,09:59:30,-0.4979,30.141,34.353,57.547,51699.242,1021.191,21.193,0.20,0.20,1.41,75.12,4.671,7.54,
2021/09/02,09:59:30,-0.5176,30.137,34.356,57.547,51703.643,1021.194,21.197,0.21,0.21,1.46,75.10,4.669,7.53,
2021/09/02,09:59:30,-0.5176,30.133,34.357,57.545,51705.540,1021.196,21.199,0.20,0.20,1.52,75.04,4.665,7.54,
2021/09/02,09:59:30,-0.5176,30.132,34.357,57.545,51706.327,1021.197,21.199,0.21,0.21,1.49,75.01,4.663,7.52,
2021/09/02,09:59:30,-0.4979,30.133,34.354,57.540,51701.976,1021.195,21.197,0.20,0.20,1.48,74.94,4.659,7.51,
2021/09/02,09:59:30,-0.5176,30.136,34.352,57.540,51699.106,1021.192,21.194,0.18,0.18,1.48,74.96,4.660,7.52,
